id,tokens,bio_tags,sentiment_tags,aspects
125,"['solid', 'construction', ',', 'quality', 'fabric', 'for', 'the', 'price', ',', 'and', 'wears', 'well', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '[SEP]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '[SEP]']","{'overall': 'O', 'length': 'O', 'width': 'O', 'shoulder': 'O', 'sleeve': 'O'}"
261,"['this', 'top', 'is', 'cute', 'and', 'seems', 'to', 'be', 'good', 'quality', '.', 'it', 'was', 'not', 'as', 'sheer', 'as', 'i', 'was', 'eecting', 'based', 'on', 'other', 'reviews', '.', 'i', 'could', 'comfortably', 'wear', 'it', 'without', 'a', 'tank', 'underneath', '.', 'the', 'fit', 'runs', 'small', 'for', 'plus', 'size', 'girls', '.', 'it', 'is', 'cut', 'on', 'the', 'smaller', 'side', 'up', 'top', ',', 'so', 'if', 'you', 'have', 'a', 'larger', 'chest', '(', 'i', 'do', 'not', ')', ',', 'i', 'imagine', 'you', ""'d"", 'be', 'disappointed', 'with', 'this', 'top', '.', 'if', 'you', 'are', 'larger', 'on', 'the', 'bottom', 'or', 'tummy', '(', 'i', 'am', ')', ',', 'you', 'will', 'return', 'this', 'top', '.', 'it', 'is', 'not', 'full', ',', 'but', 'it', 'it', 'straight', 'down', 'from', 'the', 'smaller', 'cut', 'top', '.', 'returning', 'immediately', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '[SEP]', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '[SEP]', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{'overall': 'N', 'length': 'O', 'width': 'O', 'shoulder': 'O', 'sleeve': 'O'}"
204,"['i', 'have', 'the', 'same', 'problem', 'with', 'buttondown', 'tops', 'that', 'some', 'of', 'the', 'other', 'reviewers', 'had', 'mentioned', 'i', 'bust', 'out', '.', 'this', 'top', 'does', 'not', 'do', 'that', '.', 'i', 'also', 'tend', 'to', 'stay', 'away', 'from', 'synthetics', ',', 'but', 'it', ""'s"", 'really', 'true', 'about', 'this', 'top', ':', 'it', 'feels', 'amazing', 'against', 'your', 'skin', '!', 'and', 'it', ""'s"", 'versatile', '.', 'flattering', ',', 'feels', 'good', 'and', 'flexible', '.', 'well', 'worth', 'purchasing', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '[SEP]', 'O', 'O', 'O', 'O', 'O', 'O', '[SEP]', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '[SEP]', 'O', 'O', 'O', 'O', 'O', 'O', '[SEP]', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{'overall': 'O', 'length': 'O', 'width': 'O', 'shoulder': 'O', 'sleeve': 'O'}"
303,"['i', 'am', 'not', 'a', 'fan', 'of', 'shirts', 'that', 'do', ""n't"", 'have', 'any', 'give', 'but', 'i', 'wanted', 'to', 'give', 'this', 'a', 'try', '.', 'however', ',', 'i', 'really', 'do', ""n't"", 'like', 'it', 'on', 'me', '.', 'i', 'felt', 'like', 'i', 'could', ""n't"", 'reach', 'both', 'arms', 'in', 'front', 'or', 'back', 'of', 'me', 'without', 'feeling', 'really', 'constrained', '.', 'also', ',', 'it', 'has', 'a', 'very', 'odd', 'arm', 'length', '(', 'see', 'picture', ')', '.', 'i', ""'ll"", 'be', 'returning', 'this', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{'overall': 'O', 'length': 'O', 'width': 'O', 'shoulder': 'O', 'sleeve': 'N'}"
293,"['for', 'my', 'frame', 'this', 'style', 'does', 'not', 'work', '.', 'fits', 'perfectly', 'on', 'top', ',', 'but', 'bunches', 'at', 'my', 'waist', 'and', 'wo', ""n't"", 'go', 'past', 'my', 'hips', '.', 'i', 'tried', 'small', 'and', 'medium', 'but', 'had', 'the', 'same', 'issues', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '[SEP]', 'B-overall', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-width', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '[SEP]', 'B-P', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-N', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{'overall': 'P', 'length': 'O', 'width': 'N', 'shoulder': 'O', 'sleeve': 'O'}"
175,"['i', 'could', 'have', 'gotten', 'the', '1x', 'but', 'either', 'way', 'i', 'love', 'this', 'sweater', 'and', 'will', 'be', 'wearing', 'it', 'all', 'the', 'time.also', 'waiting', 'for', 'restock', 'so', 'i', 'can', 'order', 'it', 'in', 'more', 'colors', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{'overall': 'O', 'length': 'O', 'width': 'O', 'shoulder': 'O', 'sleeve': 'O'}"
193,"['fit', 'perfectly', 'for', 'me', '.', 'i', ""'m"", '5ft', 'and', 'usually', 'wear', '2x', 'but', 'sized', 'up', 'just', 'in', 'case']","['B-overall', 'O', 'O', 'O', '[SEP]', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-P', 'O', 'O', 'O', '[SEP]', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{'overall': 'P', 'length': 'O', 'width': 'O', 'shoulder': 'O', 'sleeve': 'O'}"
218,"['this', 'tunic', 'is', 'perfect', '!', 'it', 'arrived', 'today', 'and', 'i', 'could', ""n't"", 'be', 'happier', '.', 'i', ""'m"", 'fairly', 'tall', '(', '5', ""'"", 'so', 'most', 'tunics', 'are', ""n't"", 'long', 'enough', ',', 'and', 'hit', 'at', 'the', 'wrong', 'spot.not', 'this', 'one', '!', 'it', 'falls', 'to', 'just', 'below', 'my', 'bottom', ',', 'which', 'is', 'just', 'what', 'i', 'wanted', '.', 'also', 'i', 'love', 'that', 'it', ""'s"", 'big', 'enough', 'in', 'the', 'bust', '(', 'i', ""'m"", 'a', '34ddd', 'and', 'it', 'can', 'be', 'challenging', 'to', 'find', 'tops', ')', '.', 'well', 'done', ',', 'modcloth', '!']","['O', 'O', 'O', 'O', '[SEP]', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', '[SEP]', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{'overall': 'O', 'length': 'O', 'width': 'P', 'shoulder': 'O', 'sleeve': 'O'}"
292,"['i', 'purchased', 'a', 'medium', '.', 'the', 'length', 'is', 'good', '.', 'be', 'aware', 'that', 'the', 'slits', 'on', 'each', 'side', 'come', 'up', 'quite', 'high', '.', 'looks', 'good', 'with', 'highwaisted', 'jeans', '.', 'the', 'pattern', 'is', 'adorable', ',', 'but', 'this', 'is', 'not', 'my', 'favourite', 'fabric', '.', 'unfortunately', 'there', 'is', 'no', 'stretch', 'in', 'the', 'fabric', 'which', 'means', 'it', 'was', 'too', 'tight', 'in', 'the', 'bust', 'and', 'upper', 'arms', '.', 'i', 'have', 'to', 'return', '.', 'the', 'next', 'size', 'up', 'would', 'be', 'much', 'too', 'large', 'through', 'the', 'body', 'and', 'shoulders', '.']","['O', 'O', 'O', 'O', '[SEP]', 'O', 'B-length', 'O', 'O', '[SEP]', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '[SEP]', 'O', 'O', 'O', 'O', 'O', '[SEP]', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '[SEP]', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-width', 'O', 'B-sleeve', 'I-sleeve', '[SEP]', 'O', 'O', 'O', 'O', '[SEP]', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '[SEP]']","['O', 'O', 'O', 'O', '[SEP]', 'O', 'B-P', 'O', 'O', '[SEP]', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '[SEP]', 'O', 'O', 'O', 'O', 'O', '[SEP]', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '[SEP]', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-N', 'O', 'B-N', 'I-N', '[SEP]', 'O', 'O', 'O', 'O', '[SEP]', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '[SEP]']","{'overall': 'O', 'length': 'P', 'width': 'N', 'shoulder': 'O', 'sleeve': 'N'}"
129,"['run', 'small', 'size', 'up.a', 'lot', ',', 'other', 'than', 'that', 'perfect']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{'overall': 'O', 'length': 'O', 'width': 'O', 'shoulder': 'O', 'sleeve': 'O'}"
38,"['i', ""'ve"", 'had', 'this', 'sweater', 'for', 'over', 'a', 'year', 'and', 'i', 'wear', 'it', 'pretty', 'much', 'weekly', '.', 'it', 'has', 'held', 'up', 'great', 'in', 'the', 'laundry', '(', 'although', 'i', 'do', 'not', 'put', 'it', 'in', 'the', 'dryer', ')', 'and', 'the', 'color', 'goes', 'great', 'with', 'so', 'many', 'things', '.', 'i', 'feel', 'like', 'it', 'is', 'on', 'the', 'shorter', 'side', ',', 'but', 'i', 'have', 'a', 'short', 'torso', 'so', 'it', 'works', 'for', 'me', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{'overall': 'O', 'length': 'O', 'width': 'O', 'shoulder': 'O', 'sleeve': 'O'}"
246,"['i', 'originally', 'bought', 'a', 'large', 'which', 'was', 'a', 'bit', 'too', 'small', ',', 'so', 'i', 'exchanged', 'it', 'for', 'a', '1x', ',', 'and', 'while', 'it', ""'s"", 'a', 'little', 'big', ',', 'it', ""'s"", 'such', 'lovely', ',', 'vivid', '(', 'gryffindor', ')', 'colors', '!', 'i', ""'m"", 'really', 'happy', 'with', 'this', 'purchase', '.', 'the', 'material', 'is', 'not', 'sheer', 'like', 'i', 'originally', 'thought', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{'overall': 'N', 'length': 'O', 'width': 'O', 'shoulder': 'O', 'sleeve': 'O'}"
177,"['this', 'is', 'precisely', 'the', 'mustard', 'yellow', 'color', 'i', 'was', 'hoping', 'and', 'praying', 'it', 'would', 'be', 'just', 'gorgeous', '!', 'it', ""'s"", 'a', 'little', 'larger', 'than', 'i', 'eected', ',', 'mostly', 'because', 'i', ""'m"", 'not', 'used', 'to', 'being', 'able', 'to', 'button', 'cardigans', 'up', 'all', 'the', 'way', 'and', 'just', 'leaving', 'them', 'open', 'but', 'i', 'suppose', 'this', 'is', 'a', 'good', 'thing', '.', 'a', 'cardigan', 'that', 'actually', 'fits', 'me', '!', 'the', 'fabric', 'is', 'comfortable', ',', 'soft', 'and', 'breathable', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '[SEP]', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '[SEP]', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{'overall': 'P', 'length': 'O', 'width': 'O', 'shoulder': 'O', 'sleeve': 'O'}"
143,"['i', 'love', 'the', 'color', 'of', 'this', 'cardigan', 'but', 'the', 'fit', 'is', ""n't"", 'great', '.', 'the', '1x', 'i', 'got', 'was', 'way', 'too', 'big', '(', 'which', 'i', 'guess', 'was', 'always', 'going', 'to', 'be', 'a', 'risk', 'as', 'i', ""'m"", 'normally', 'an', 'xl', '.', 'but', 'there', 'was', 'no', 'size', 'option', 'for', 'this', ')', ',', 'but', 'then', 'the', 'stretchy', 'material', 'made', 'my', 'arms', 'look', 'sooooo', 'fat', '.', 'if', 'they', 'went', 'for', 'less', 'stretchy', 'material', 'and', 'opted', 'for', 'something', 'more', 'cottony', 'instead', 'then', 'this', 'would', 'be', 'an', 'amazing', 'cardigan', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-overall', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-N', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{'overall': 'N', 'length': 'O', 'width': 'O', 'shoulder': 'O', 'sleeve': 'O'}"
112,"['great', 'color', '.', 'cardi', 'runs', 'a', 'little', 'small', 'so', 'i', ""'d"", 'suggest', 'a', 'bigger', 'size', 'just', 'for', 'comfort', '.', 'very', 'stretchy', '.']","['O', 'O', '[SEP]', 'O', 'O', 'O', 'O', 'B-overall', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', '[SEP]', 'O', 'O', 'O', 'O', 'B-N', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{'overall': 'N', 'length': 'O', 'width': 'O', 'shoulder': 'O', 'sleeve': 'O'}"
176,"['i', 'love', 'this', 'cardi', '.', 'gon', 'na', 'get', 'more', 'in', 'other', 'colors', '.', 'i', 'ordered', 'a', 'large', 'and', 'it', ""'s"", 'a', 'bit', 'too', 'big', ',', 'but', 'i', 'figure', 'it', 'will', 'shrink', 'after', 'a', 'few', 'washes', '.']","['O', 'O', 'O', 'O', '[SEP]', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '[SEP]', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', '[SEP]', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '[SEP]', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{'overall': 'N', 'length': 'O', 'width': 'O', 'shoulder': 'O', 'sleeve': 'O'}"
117,"['this', 'cardigan', 'is', 'one', 'of', 'my', 'favourites', ',', 'i', 'love', 'the', 'colour', 'and', 'it', ""'s"", 'so', 'comfy', '.', 'i', ""'ve"", 'already', 'bought', 'another', 'one', 'in', 'sky', 'and', 'will', 'likely', 'return', 'for', 'more', 'colours', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{'overall': 'O', 'length': 'O', 'width': 'O', 'shoulder': 'O', 'sleeve': 'O'}"
285,"['love', 'the', 'color', 'and', 'idea', ',', 'but', 'the', 'execution', 'is', 'poor', '.', 'originally', 'got', 'a', 'medium', ',', 'but', 'the', 'shoulders', 'were', 'tight', '.', 'exchanged', 'for', 'the', 'large', ',', 'somehow', 'the', 'shoulders', 'are', 'tighter', 'and', 'despite', 'the', 'medium', 'having', 'no', 'issues', 'with', 'my', 'hips', ',', 'the', 'large', 'does', ""n't"", 'fit', 'them', '.', 'not', 'worth', 'the', 'money', 'feels', 'cheap', ',', 'fit', 'is', 'inconsistent', ',', 'sleeves', 'are', 'overly', 'loose', 'for', 'the', 'less', 'than', 'loose', 'body', 'fit', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '[SEP]', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '[SEP]', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-shoulder', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-width', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '[SEP]', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '[SEP]', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-N', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-N', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{'overall': 'N', 'length': 'O', 'width': 'N', 'shoulder': 'N', 'sleeve': 'N'}"
279,"['loved', 'this', 'in', 'pictures', ',', 'but', 'the', 'shoulders', 'were', 'snug', 'and', 'it', 'was', ""n't"", 'cute', 'on', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-shoulder', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-N', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{'overall': 'O', 'length': 'O', 'width': 'O', 'shoulder': 'N', 'sleeve': 'O'}"
